sentiment,content,sentiment_type
2,go beyond hour amp share positive actions world download iphone app link,positive
2,jaysis rt rt whoa line pop apple store downtown link,positive
0,agree concerns panelist condescending rude,cannot say
3,plans google party blackberry party ie party good times party lol,no sentiment
3,woke sandwiched iphone ipad forgot much like geek spring break,no sentiment
2,blogging iphone check taste whirlwind travels link continues,positive
3,need workspace book link,no sentiment
3,enchanting offer likeability virgin airlines trustworthiness zappos amp great products apple,no sentiment
2,google hotpotlooks like streamlined yelp indepth though wondering game theory built,positive
3,even begins apple winssxsw link via,no sentiment
2,tweeps check homies thursday link,positive
3,dancing google party aint truth need girl joint link,no sentiment
2,per rumor google may preview big social strategy 80sthemed costume party yep link,positive
3,vegan guide google map austin tx link based lazy smurfs info link,no sentiment
3,jealous love apple stores,no sentiment
3,ouch looks like might able grab one temp apple store,no sentiment
2,test drive xperia play details link least,positive
0,think control identities facebook google becomes ai profile built,cannot say
2,cool see compliment apple store evening ill buy guys want grab drinks,positive
2,best brand marketing ge solar powered carousel rock n roll trailer park apples ipad2 popup shop,positive
2,shoutout ukraine link html validation needed ranking link,positive
2,google launch social network called circles rt,positive
2,party podcasts link,positive
2,open popup shop report apple set open temporary store link,positive
3,want likability virgin trustworthiness zappos product apple,no sentiment
3,circles everyone going around circles link,no sentiment
2,microsoft launch ie9 link go maybe get ms install ipad,positive
2,giving away ipad kick time visit blog info link,positive
2,mt able attend buy ipad today consider saving earthquake relief sayin,positive
2,line popup apple store already around block hrs b4 ipad2 goes sale link,positive
3,better get line rt apple opening temp store downtown austin amp ipad launch link,no sentiment
3,coolest ipad case ever etchasketch link via,no sentiment
2,dang rumors rt false alarm google circles coming probably ever allthingsd link,positive
2,finding g black case back austin yellow dropped 30 today call 4578800,positive
2,checkingout designing android session sxsw,positive
3,web developers havent tried new relic sign enter win ipad come booth link,no sentiment
2,u read articlegoogle say rumor launch major new social network called circleslink,positive
2,opening popup store austin link,positive
3,im google party rocks,no sentiment
3,ipad taking im prepared fun weekend career,no sentiment
2,google launch circles social network link,positive
1,really amazing see many people putting apples notes app ipad,negative
2,hungover sxsw use zaarly get gatorade advil link,positive
2,farmers mobile phone smartphone marketshare bb android iphone,positive
2,guy kawasaki ex apple evangelist talking eloquently art enchantment changing hearts minds actions,positive
2,many austin follow find googlers link,positive
2,agency people queue pop ipad store link,positive
2,via set open temp store downtown link,positive
3,turn ipad physical messaging platform holler gram cheeky app built link,no sentiment
2,googles melissa mayer speaks augmented reality contextual discovery lives change google melissa,positive
2,someone stole ipad mtg room abc wasnt even new one talk lame,positive
1,iphone app mocking like money come,negative
3,dont know would original content anything todays worldand ipad better barry diller,no sentiment
2,rt new platform concertgoers launches app time link,positive
2,come visit aisle across google sxsw trade show w link,positive
2,someone needs host race sms apps iphone pink slips probably something much cooler,positive
3,marissa mayer google connect digital amp physical worlds mobile link,no sentiment
2,itinerary events free dont require bandbadge link enjoy fest,positive
2,quotwin free ipad webdoccom rtquot,positive
3,going new iphone guide free march 15 hard beat free,no sentiment
2,get look rumored quotupquot store austin link,positive
2,weather changed today get exclusive weather updates kxan austins jim spencer link,positive
2,improve website rankings advice google amp bing link via,positive
3,packed housego lynn designing ipad interfaces new navigation schemas link,no sentiment
2,ummm u dinosaur question u dinosaur shark ninja pirate party like,positive
2,youre austin today please join talking ipad link,positive
2,google social media rt interrupt regularly scheduled geek programming big news link,positive
2,prompt memory go google map describe childhood walk,positive
3,timely rt bings search engine share continues rise google still tops link,no sentiment
2,improve website rankings advice google amp bing link via,positive
3,kind cool someone trying screen mirroring ipad via camera hdmi cable gents,no sentiment
2,rackspace startup program cloud app launched link via,positive
1,brilliant read attention marketers media professionals ipad wont save link,negative
2,rt rumor apple opening temporary store downtown austin launch link,positive
3,apple store line moving front fruit basket imacs better worth,no sentiment
3,love got one popup apple store attendees,no sentiment
3,lot love google apis session visualizing government data including maps maps api fusion tables refine,no sentiment
3,article good im linking iphone train link,no sentiment
2,want b spending time apple store w others link,positive
3,check free sxsw sampler itunes link,no sentiment
2,fear envy meanness lies hypocrisy link,positive
3,seriously considering leaving macbook pro home flying solo ipad week think make work,no sentiment
3,qrafter better paid free qr code apps scan also download,no sentiment
3,ipad thing addition place print cuts bs panel,no sentiment
